time,asks,bids,positive,negative,neutral
2019-01-28 19:26:20.232679,109.296,109.282,12.5,12.5,75.0
2019-01-28 19:26:41.497272,109.300,109.288,12.5,12.5,75.0
2019-01-28 19:27:02.921811,109.295,109.282,12.5,12.5,75.0
