time,asks,bids,positive,negative,neutral
2019-02-13 21:59:20.011579,111.012,110.996,23.80952380952381,13.095238095238095,63.095238095238095
2019-02-13 21:59:41.429269,111.018,110.995,23.80952380952381,13.095238095238095,63.095238095238095
2019-02-13 22:00:02.916498,111.021,110.987,23.80952380952381,13.095238095238095,63.095238095238095
2019-02-13 22:00:24.339965,111.021,110.987,21.686746987951807,13.25301204819277,65.06024096385542
2019-02-13 22:00:46.373559,111.021,110.987,21.428571428571427,13.095238095238095,65.47619047619048
2019-02-13 22:01:08.113702,111.021,110.987,20.238095238095237,13.095238095238095,66.66666666666667
2019-02-13 22:01:29.643902,111.021,110.987,20.238095238095237,13.095238095238095,66.66666666666667
2019-02-13 22:01:51.125839,111.008,110.968,20.238095238095237,13.095238095238095,66.66666666666667
2019-02-13 22:02:12.947256,111.001,110.960,20.238095238095237,13.095238095238095,66.66666666666667
2019-02-13 22:02:34.356165,111.006,110.961,20.0,12.941176470588236,67.05882352941177
2019-02-13 22:02:55.752723,111.009,110.970,20.0,12.941176470588236,67.05882352941177
2019-02-13 22:03:17.294097,111.002,110.956,20.0,12.941176470588236,67.05882352941177
2019-02-13 22:03:38.727097,111.010,110.973,20.0,12.941176470588236,67.05882352941177
2019-02-13 22:04:00.177265,111.013,110.976,20.0,12.941176470588236,67.05882352941177
2019-02-13 22:04:21.755490,111.002,110.973,20.0,12.941176470588236,67.05882352941177
2019-02-13 22:04:43.319940,111.002,110.973,20.0,12.941176470588236,67.05882352941177
2019-02-13 22:05:04.759599,111.009,110.978,20.0,12.941176470588236,67.05882352941177
2019-02-13 22:05:26.278971,111.009,110.978,20.0,12.941176470588236,67.05882352941177
2019-02-13 22:05:47.723705,111.007,110.975,20.0,12.941176470588236,67.05882352941177
2019-02-13 22:06:09.155431,111.007,110.970,20.0,12.941176470588236,67.05882352941177
2019-02-13 22:06:30.508930,111.006,110.976,20.0,12.941176470588236,67.05882352941177
2019-02-13 22:06:51.939249,111.003,110.973,20.0,12.941176470588236,67.05882352941177
2019-02-13 22:07:13.256770,111.005,110.976,20.0,12.941176470588236,67.05882352941177
2019-02-13 22:07:34.671978,111.006,110.964,20.0,12.941176470588236,67.05882352941177
2019-02-13 22:07:56.397355,110.996,110.959,20.0,12.941176470588236,67.05882352941177
2019-02-13 22:08:17.878083,111.009,110.972,18.823529411764707,12.941176470588236,68.23529411764706
2019-02-13 22:08:39.637176,111.004,110.976,18.823529411764707,12.941176470588236,68.23529411764706
2019-02-13 22:09:01.122450,111.005,110.977,18.823529411764707,12.941176470588236,68.23529411764706
2019-02-13 22:09:22.698203,111.003,110.978,18.823529411764707,12.941176470588236,68.23529411764706
2019-02-13 22:09:44.206468,111.004,110.977,18.823529411764707,12.941176470588236,68.23529411764706
2019-02-13 22:10:05.630519,111.004,110.977,18.823529411764707,12.941176470588236,68.23529411764706
2019-02-13 22:10:27.185888,111.004,110.977,18.823529411764707,12.941176470588236,68.23529411764706
2019-02-13 22:10:48.565452,111.002,110.975,18.823529411764707,11.764705882352942,69.41176470588235
2019-02-13 22:11:10.053825,111.002,110.970,18.823529411764707,11.764705882352942,69.41176470588235
2019-02-13 22:11:31.530709,111.002,110.972,18.823529411764707,11.764705882352942,69.41176470588235
2019-02-13 22:11:52.917285,111.004,110.975,18.823529411764707,11.764705882352942,69.41176470588235
2019-02-13 22:12:14.343615,111.004,110.975,18.823529411764707,11.764705882352942,69.41176470588235
2019-02-13 22:12:35.895826,110.997,110.961,18.823529411764707,10.588235294117647,70.58823529411765
2019-02-13 22:12:57.502545,110.997,110.961,18.823529411764707,9.411764705882353,71.76470588235294
2019-02-13 22:13:18.942016,110.993,110.960,18.823529411764707,9.411764705882353,71.76470588235294
2019-02-13 22:13:40.466177,110.989,110.962,18.823529411764707,9.411764705882353,71.76470588235294
2019-02-13 22:14:02.128754,110.989,110.962,18.823529411764707,8.235294117647058,72.94117647058823
2019-02-13 22:14:23.616993,110.984,110.957,18.823529411764707,7.0588235294117645,74.11764705882354
2019-02-13 22:14:45.164666,110.987,110.958,18.823529411764707,7.0588235294117645,74.11764705882354
2019-02-13 22:15:06.845486,110.988,110.961,18.823529411764707,7.0588235294117645,74.11764705882354
2019-02-13 22:15:28.563339,110.994,110.961,18.823529411764707,7.0588235294117645,74.11764705882354
2019-02-13 22:15:50.070826,110.989,110.961,18.823529411764707,7.0588235294117645,74.11764705882354
2019-02-13 22:16:11.581247,110.996,110.963,18.823529411764707,5.882352941176471,75.29411764705883
2019-02-13 22:16:33.181072,110.996,110.963,18.823529411764707,5.882352941176471,75.29411764705883
2019-02-13 22:16:54.600862,110.996,110.963,19.047619047619047,5.9523809523809526,75.0
2019-02-13 22:17:16.078473,110.996,110.963,19.047619047619047,5.9523809523809526,75.0
2019-02-13 22:17:37.435183,110.996,110.963,19.047619047619047,5.9523809523809526,75.0
2019-02-13 22:17:58.974017,110.996,110.963,19.047619047619047,5.9523809523809526,75.0
2019-02-13 22:18:20.460343,110.996,110.963,19.047619047619047,5.9523809523809526,75.0
2019-02-13 22:18:42.214710,110.996,110.963,19.047619047619047,5.9523809523809526,75.0
2019-02-13 22:19:03.700122,110.996,110.963,19.047619047619047,5.9523809523809526,75.0
2019-02-13 22:19:25.289619,110.996,110.963,19.047619047619047,5.9523809523809526,75.0
2019-02-13 22:19:46.796998,110.993,110.961,18.823529411764707,5.882352941176471,75.29411764705883
2019-02-13 22:20:08.290821,110.993,110.961,18.823529411764707,5.882352941176471,75.29411764705883
2019-02-13 22:20:29.826955,110.999,110.967,19.767441860465116,4.651162790697675,75.5813953488372
2019-02-13 22:20:51.297720,111.002,110.969,19.767441860465116,4.651162790697675,75.5813953488372
2019-02-13 22:21:12.813420,111.002,110.969,19.767441860465116,4.651162790697675,75.5813953488372
2019-02-13 22:21:34.400259,111.002,110.969,19.767441860465116,4.651162790697675,75.5813953488372
2019-02-13 22:21:55.766486,111.002,110.969,19.767441860465116,3.488372093023256,76.74418604651163
2019-02-13 22:22:17.438077,111.002,110.969,19.767441860465116,3.488372093023256,76.74418604651163
2019-02-13 22:22:38.908932,111.000,110.965,19.767441860465116,3.488372093023256,76.74418604651163
2019-02-13 22:23:00.202247,111.000,110.965,19.767441860465116,3.488372093023256,76.74418604651163
2019-02-13 22:23:21.609368,111.000,110.965,19.767441860465116,3.488372093023256,76.74418604651163
2019-02-13 22:23:43.049043,111.000,110.965,19.767441860465116,3.488372093023256,76.74418604651163
2019-02-13 22:24:04.655533,111.003,110.967,19.767441860465116,3.488372093023256,76.74418604651163
2019-02-13 22:24:26.015120,110.995,110.963,19.767441860465116,3.488372093023256,76.74418604651163
2019-02-13 22:24:47.473754,111.005,110.966,19.767441860465116,3.488372093023256,76.74418604651163
2019-02-13 22:25:08.795733,111.001,110.963,20.0,3.5294117647058822,76.47058823529412
2019-02-13 22:25:30.236707,111.001,110.963,19.54022988505747,3.4482758620689653,77.01149425287356
2019-02-13 22:25:51.598123,111.006,110.964,19.54022988505747,3.4482758620689653,77.01149425287356
2019-02-13 22:26:13.035080,111.006,110.964,19.54022988505747,3.4482758620689653,77.01149425287356
2019-02-13 22:26:34.820677,111.006,110.964,19.318181818181817,3.409090909090909,77.27272727272727
2019-02-13 22:26:56.230202,111.006,110.964,19.318181818181817,3.409090909090909,77.27272727272727
2019-02-13 22:27:17.749883,111.006,110.964,18.181818181818183,3.409090909090909,78.4090909090909
2019-02-13 22:27:39.203617,111.006,110.964,18.181818181818183,3.409090909090909,78.4090909090909
2019-02-13 22:28:00.642625,111.002,110.962,19.10112359550562,3.3707865168539324,77.52808988764045
2019-02-13 22:28:22.058897,110.987,110.958,17.97752808988764,3.3707865168539324,78.65168539325843
2019-02-13 22:28:43.522389,110.987,110.958,17.77777777777778,3.3333333333333335,78.88888888888889
2019-02-13 22:29:05.038716,110.985,110.955,17.77777777777778,3.3333333333333335,78.88888888888889
2019-02-13 22:29:26.520173,110.991,110.958,17.77777777777778,3.3333333333333335,78.88888888888889
2019-02-13 22:29:48.028295,110.991,110.958,17.77777777777778,3.3333333333333335,78.88888888888889
2019-02-13 22:30:09.472364,110.992,110.962,17.77777777777778,3.3333333333333335,78.88888888888889
2019-02-13 22:30:30.986526,110.987,110.958,18.88888888888889,3.3333333333333335,77.77777777777777
2019-02-13 22:30:52.482368,110.987,110.958,17.77777777777778,3.3333333333333335,78.88888888888889
2019-02-13 22:31:13.970530,110.987,110.958,17.77777777777778,3.3333333333333335,78.88888888888889
2019-02-13 22:31:35.409152,110.987,110.958,17.77777777777778,3.3333333333333335,78.88888888888889
2019-02-13 22:31:56.780600,110.998,110.973,17.77777777777778,3.3333333333333335,78.88888888888889
2019-02-13 22:32:18.219586,111.006,110.979,17.77777777777778,3.3333333333333335,78.88888888888889
2019-02-13 22:32:39.653018,111.001,110.980,17.582417582417584,3.2967032967032965,79.12087912087912
2019-02-13 22:33:01.017570,110.998,110.978,17.582417582417584,3.2967032967032965,79.12087912087912
2019-02-13 22:33:22.374417,110.998,110.978,17.582417582417584,3.2967032967032965,79.12087912087912
2019-02-13 22:33:43.907556,110.998,110.978,17.77777777777778,3.3333333333333335,78.88888888888889
2019-02-13 22:34:05.320548,110.998,110.978,17.77777777777778,3.3333333333333335,78.88888888888889
2019-02-13 22:34:26.775301,111.003,110.978,17.77777777777778,3.3333333333333335,78.88888888888889
2019-02-13 22:34:48.211558,111.002,110.976,16.666666666666668,3.3333333333333335,80.0
2019-02-13 22:35:09.743195,111.002,110.976,16.666666666666668,3.3333333333333335,80.0
2019-02-13 22:35:31.266722,111.002,110.976,16.666666666666668,3.3333333333333335,80.0
2019-02-13 22:35:52.804262,111.005,110.978,16.666666666666668,3.3333333333333335,80.0
2019-02-13 22:36:14.281379,111.005,110.978,17.77777777777778,3.3333333333333335,78.88888888888889
2019-02-13 22:36:35.853426,111.006,110.982,17.582417582417584,3.2967032967032965,79.12087912087912
2019-02-13 22:36:57.373902,111.006,110.982,17.582417582417584,3.2967032967032965,79.12087912087912
2019-02-13 22:37:18.993951,111.015,110.993,17.391304347826086,4.3478260869565215,78.26086956521739
2019-02-13 22:37:40.327174,111.041,111.009,17.391304347826086,4.3478260869565215,78.26086956521739
2019-02-13 22:38:01.971349,111.040,110.997,17.391304347826086,4.3478260869565215,78.26086956521739
2019-02-13 22:38:23.315995,111.040,110.997,17.391304347826086,4.3478260869565215,78.26086956521739
2019-02-13 22:38:44.894810,111.040,110.997,17.391304347826086,4.3478260869565215,78.26086956521739
2019-02-13 22:39:06.273256,111.032,111.008,17.391304347826086,4.3478260869565215,78.26086956521739
2019-02-13 22:39:27.812524,111.034,111.009,17.391304347826086,4.3478260869565215,78.26086956521739
2019-02-13 22:39:49.261481,111.036,111.016,17.391304347826086,4.3478260869565215,78.26086956521739
2019-02-13 22:40:10.746983,111.036,111.016,17.391304347826086,4.3478260869565215,78.26086956521739
2019-02-13 22:40:32.301386,111.035,111.003,17.391304347826086,4.3478260869565215,78.26086956521739
2019-02-13 22:40:53.633738,111.036,111.002,17.391304347826086,4.3478260869565215,78.26086956521739
2019-02-13 22:41:15.086652,111.031,111.007,17.391304347826086,4.3478260869565215,78.26086956521739
2019-02-13 22:41:36.684651,111.027,111.007,17.391304347826086,4.3478260869565215,78.26086956521739
2019-02-13 22:41:58.159098,111.034,111.009,17.391304347826086,4.3478260869565215,78.26086956521739
2019-02-13 22:42:19.782776,111.035,111.008,16.304347826086957,7.608695652173913,76.08695652173913
2019-02-13 22:42:41.171847,111.031,111.012,16.304347826086957,7.608695652173913,76.08695652173913
2019-02-13 22:43:02.638450,111.038,111.019,16.304347826086957,7.608695652173913,76.08695652173913
2019-02-13 22:43:56.179992,111.046,111.017,16.304347826086957,7.608695652173913,76.08695652173913
2019-02-13 22:44:17.681717,111.042,111.021,16.304347826086957,7.608695652173913,76.08695652173913
2019-02-13 22:44:38.994888,111.043,111.024,16.304347826086957,7.608695652173913,76.08695652173913
2019-02-13 22:45:00.307837,111.046,111.017,16.304347826086957,7.608695652173913,76.08695652173913
2019-02-13 22:45:21.555644,111.046,111.017,16.304347826086957,7.608695652173913,76.08695652173913
2019-02-13 22:45:42.949008,111.038,111.020,15.217391304347826,7.608695652173913,77.17391304347827
2019-02-13 22:46:04.433830,111.038,111.020,15.217391304347826,7.608695652173913,77.17391304347827
2019-02-14 01:46:29.532108,111.024,111.012,13.186813186813186,20.87912087912088,65.93406593406593
2019-02-14 19:50:16.502927,110.527,110.514,15.384615384615385,18.681318681318682,65.93406593406593
2019-02-14 19:50:37.688194,110.534,110.521,15.384615384615385,18.681318681318682,65.93406593406593
2019-02-14 19:50:58.951208,110.542,110.528,15.384615384615385,18.681318681318682,65.93406593406593
2019-02-14 19:51:20.169041,110.544,110.530,15.384615384615385,18.681318681318682,65.93406593406593
2019-02-14 19:51:41.459717,110.534,110.521,15.217391304347826,19.565217391304348,65.21739130434783
2019-02-14 19:52:03.124061,110.535,110.520,15.217391304347826,19.565217391304348,65.21739130434783
2019-02-14 19:52:24.649934,110.537,110.522,15.217391304347826,19.565217391304348,65.21739130434783
2019-02-14 19:52:46.048249,110.530,110.516,15.217391304347826,19.565217391304348,65.21739130434783
2019-02-14 19:53:07.440727,110.530,110.516,15.217391304347826,19.565217391304348,65.21739130434783
2019-02-14 19:53:28.753511,110.525,110.511,15.217391304347826,19.565217391304348,65.21739130434783
2019-02-14 19:53:50.257701,110.522,110.509,15.384615384615385,19.78021978021978,64.83516483516483
2019-02-14 19:54:11.564689,110.517,110.504,15.384615384615385,19.78021978021978,64.83516483516483
2019-02-14 19:54:32.909683,110.517,110.504,15.384615384615385,19.78021978021978,64.83516483516483
2019-02-14 19:54:54.234187,110.512,110.499,15.384615384615385,19.78021978021978,64.83516483516483
2019-02-14 19:55:15.542539,110.512,110.499,15.384615384615385,19.78021978021978,64.83516483516483
2019-02-14 19:55:36.954633,110.526,110.511,15.384615384615385,19.78021978021978,64.83516483516483
2019-02-14 19:55:58.262613,110.526,110.511,15.555555555555555,20.0,64.44444444444444
2019-02-14 19:56:19.583509,110.530,110.517,15.384615384615385,20.87912087912088,63.73626373626374
2019-02-14 19:56:40.925279,110.533,110.519,15.384615384615385,20.87912087912088,63.73626373626374
2019-02-14 19:57:02.546858,110.533,110.520,15.384615384615385,20.87912087912088,63.73626373626374
2019-02-14 19:57:23.823754,110.518,110.504,15.384615384615385,20.87912087912088,63.73626373626374
2019-02-14 19:57:45.136727,110.505,110.492,15.384615384615385,20.87912087912088,63.73626373626374
2019-02-14 19:58:06.515207,110.508,110.494,15.384615384615385,20.87912087912088,63.73626373626374
2019-02-14 19:58:27.791618,110.499,110.484,15.384615384615385,20.87912087912088,63.73626373626374
2019-02-14 19:58:49.083521,110.496,110.483,15.384615384615385,20.87912087912088,63.73626373626374
2019-02-14 19:59:10.421989,110.472,110.458,15.384615384615385,20.87912087912088,63.73626373626374
2019-02-14 19:59:31.886503,110.480,110.465,15.384615384615385,20.87912087912088,63.73626373626374
2019-02-14 19:59:53.202129,110.487,110.472,15.384615384615385,20.87912087912088,63.73626373626374
2019-02-14 20:00:14.482835,110.488,110.474,15.384615384615385,20.87912087912088,63.73626373626374
2019-02-14 20:00:35.708174,110.490,110.476,15.555555555555555,21.11111111111111,63.333333333333336
